"代码","名称","最新价","涨跌额","涨跌幅","市值","成交量","成交额","买入价","卖出价","买量","卖量","今开","昨收","最高","最低","量比","委比","振幅","市盈率(静)","换手率","涨跌速率","5分钟涨跌幅","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今","所属行业"
"DBI","Designer Brands","6.020","-0.060","-0.99%","307762892.08","1653499","10017524.00","5.750","6.320","1000","300","6.070","6.080","6.320","5.970","1.77","53.85%","5.75%","亏损","6.00%","0.08%","0.00%","+2.38%","+16.89%","+4.88%","-3.22%","+11.55%","+51.65%","-17.57%","鞋类及配饰"
"RBBN","Ribbon Communications","1.720","+0.050","+2.99%","307576165.44","1671984","2875378.00","1.650","1.720","1000","300","1.660","1.670","1.765","1.640","1.17","53.85%","7.49%","7.818","1.81%","0.00%","-2.27%","-13.57%","-13.57%","-14.00%","-25.54%","-19.25%","-55.56%","-40.28%","应用软件"
"VII","VIKING ACQUISITION CORPORATION II","9.825","0.000","0.00%","307293253.27","220572","2167119.00","9.800","0.000","900","0","9.830","9.825","9.830","9.820","8.27","100.00%","0.10%","29.772","0.95%","0.00%","0.00%","0.00%","-0.05%","-0.15%","-0.05%","-0.05%","-0.05%","-0.05%","空壳公司"
"NREF","NexPoint Real Estate Finance","16.270","-0.230","-1.39%","306657431.83","170251","2772874.00","15.400","16.410","100","200","16.450","16.500","16.500","16.160","1.59","-33.33%","2.06%","5.708","1.50%","-0.43%","0.00%","-3.07%","-5.10%","-2.90%","+11.07%","+34.46%","+28.07%","+27.40%","抵押贷款REITs"
"FVRR","Fiverr International","8.500","-0.240","-2.75%","305581188.00","896325","7673018.00","8.440","8.800","100","500","8.750","8.740","8.750","8.435","1.74","-66.67%","3.60%","15.178","2.94%","-0.12%","+0.29%","-5.87%","-7.61%","-7.41%","-19.66%","-12.91%","-68.13%","-56.98%","互联网内容与信息"
"NODK","NI Holdings","14.950","-0.060","-0.40%","305050608.85","94529","1413309.00","6.000","24.000","200","200","15.010","15.010","15.490","14.810","3.61","0.00%","4.53%","亏损","1.56%","-0.67%","+0.20%","-0.66%","-2.48%","-2.19%","-5.14%","+19.79%","+6.94%","+12.41%","财产和意外伤害保险"
"MOVE","Corvex","11.010","+0.900","+8.90%","304396828.05","1019991","11196834.00","10.900","11.050","200","200","10.250","10.110","11.250","10.010","5.57","0.00%","12.27%","亏损","3.94%","-0.00%","+0.27%","-1.08%","-23.11%","+19.41%","-48.65%","-18.48%","+154.49%","+79.92%","软件基础设施"
"CFFI","C&F金融","93.600","-0.410","-0.44%","304358277.60","110817","10369275.00","37.480","149.130","200","100","93.490","94.010","94.660","92.510","2.22","33.33%","2.29%","11.290","3.66%","-0.96%","-0.96%","-0.97%","-0.59%","+5.89%","+15.50%","+31.68%","+33.35%","+31.29%","地区银行"
"ZIP","ZipRecruiter","3.700","-0.120","-3.14%","304236803.10","1068457","3941251.00","3.620","3.830","300","100","3.830","3.820","3.830","3.620","1.49","50.00%","5.50%","亏损","1.77%","-0.27%","+0.41%","-1.07%","-11.69%","-28.43%","+11.78%","+115.12%","-26.88%","-5.13%","互联网内容与信息"
"TLS","Telos","4.070","-0.110","-2.63%","304178731.23","1626372","6598243.00","4.080","4.150","2000","200","4.110","4.180","4.147","3.965","1.86","81.82%","4.35%","亏损","3.04%","0.61%","-0.12%","+3.04%","-16.43%","-8.13%","-6.22%","-4.01%","-40.06%","-20.20%","软件基础设施"
"CHSCN","CHS INC 7.1% CL B CUM RED PFD SER B","24.760","-0.100","-0.40%","303854794.28","20862","517748.00","24.110","24.800","100","1400","24.800","24.860","24.870","24.760","1.08","-86.67%","0.44%","-","0.17%","-0.08%","-0.14%","-0.13%","-0.05%","+0.23%","+1.52%","+2.84%","+5.82%","+4.84%","农产品"
"JENA","Jena Acquisition Corporation II","10.480","0.000","0.00%","303658000.00","7","73.00","0.000","0.000","0","0","10.480","10.480","10.480","10.480","0.81","0.00%","0.00%","亏损","0.00%","0.00%","0.00%","0.00%","-0.10%","+1.16%","+1.26%","+1.85%","+3.97%","+3.05%","空壳公司"
"FATE","Fate Therapeutics","2.530","+0.010","+0.40%","303145900.42","4186790","10637089.00","2.530","2.680","600","4400","2.590","2.520","2.609","2.475","2.39","-76.00%","5.30%","亏损","3.98%","-0.99%","+0.20%","+9.52%","+4.55%","+3.27%","+22.82%","+116.24%","+162.91%","+157.48%","生物技术"
"OTGA","OTG Acquisition Corp I","10.255","0.000","0.00%","302778875.00","181","1865.00","5.960","10.280","100","100","10.255","10.255","10.255","10.255","0.00","0.00%","0.00%","-","0.00%","0.00%","0.00%","+0.24%","+0.34%","+0.24%","+1.03%","+1.94%","+2.24%","+2.55%","空壳公司"
"MGPI","MGP Ingredients","14.130","-0.260","-1.81%","302580893.88","388290","5497956.00","14.130","16.750","100","100","14.220","14.390","14.435","14.020","1.51","0.00%","2.88%","亏损","2.66%","-0.14%","-0.56%","-4.27%","-13.53%","-20.48%","-15.13%","-23.02%","-46.49%","-40.69%","酿酒厂"
"TMCR","Metals Royalty","4.790","+0.090","+1.91%","302004436.97","96402","473020.00","3.000","5.150","400","1600","5.000","4.700","5.250","4.750","1.52","-60.00%","10.64%","239.500","0.53%","-2.86%","-1.84%","-15.22%","-15.52%","-20.30%","-33.75%","-68.07%","-68.07%","-68.07%","其他工业金属与采矿"
"FNKO","Funko","5.380","+0.020","+0.37%","301748285.96","1811566","9737262.00","5.110","5.590","400","100","5.425","5.360","5.525","5.240","1.60","60.00%","5.32%","亏损","4.90%","0.56%","0.00%","-1.65%","-5.45%","-13.50%","-4.78%","+83.62%","+55.49%","+58.24%","休闲"
"HVMC","HIGHVIEW MERGER CORP","10.260","+0.010","+0.10%","301746600.00","4708","48303.00","10.080","10.360","100","100","10.260","10.250","10.260","10.260","0.04","0.00%","0.00%","-","0.02%","0.00%","0.00%","+0.10%","0.00%","+0.20%","+1.08%","+1.18%","+3.01%","+2.60%","空壳公司"
"CDZI","Cadiz","3.560","+0.190","+5.64%","301450387.00","1389222","4916022.00","3.550","3.600","100","400","3.380","3.370","3.600","3.360","1.39","-60.00%","7.12%","亏损","2.44%","-0.42%","+0.42%","-2.47%","-11.22%","+0.28%","-11.22%","-27.94%","-17.78%","-36.54%","污染控制与治理"
"QLEP","QUANTUM LEAP ACQUISITION CORP","10.050","+0.020","+0.20%","301293975.00","216","2173.00","0.000","10.350","0","100","10.050","10.030","10.050","10.050","0.14","-100.00%","0.00%","-","0.00%","0.00%","0.00%","0.00%","+0.50%","+0.50%","+1.11%","+1.01%","+1.01%","+1.01%","空壳公司"
"GSRF","GSR IV Acquisition Corp","10.240","0.000","0.00%","301112320.00","121","1238.00","4.100","16.380","200","200","10.240","10.240","10.240","10.240","0.02","0.00%","0.00%","60.235","0.00%","0.00%","0.00%","+0.10%","+0.10%","+0.29%","+0.79%","+2.09%","+1.49%","+2.50%","空壳公司"
"BBW","Build-A-Bear Workshop","24.440","-1.030","-4.04%","301084547.40","745105","18427601.00","24.300","25.840","1000","500","25.400","25.470","25.585","24.370","1.13","33.33%","4.77%","6.125","6.41%","0.37%","-1.13%","-11.39%","-15.93%","-35.31%","-24.45%","-33.98%","-65.86%","-59.59%","专业零售"
"GSRV","GSR V ACQUISITION CORP","9.890","0.000","0.00%","300863690.00","177","1751.00","9.750","15.820","100","200","9.890","9.890","9.890","9.890","0.00","-33.33%","0.00%","-","0.00%","0.00%","0.00%","-0.10%","0.00%","+0.15%","-0.20%","-0.20%","-0.20%","-0.20%","空壳公司"
"AFRI","Forafric Global","11.150","-0.140","-1.24%","300646537.25","42403","473775.00","4.510","11.240","200","100","11.230","11.290","11.340","11.150","1.23","33.33%","1.68%","亏损","0.85%","0.22%","-0.31%","+0.72%","+0.18%","+4.99%","+10.07%","+19.76%","+21.86%","+1.09%","农产品"
"EMBC","Embecta","5.290","+0.100","+1.93%","299729278.71","3516915","18519411.00","4.750","5.890","2800","1000","5.130","5.190","5.300","5.090","4.35","47.37%","4.05%","3.265","6.42%","0.09%","+0.57%","+7.09%","-7.03%","-3.10%","+70.99%","-37.96%","-61.90%","-54.60%","医疗设备和用品"
"MYFW","First Western Financial","30.620","+0.020","+0.07%","299008249.98","77262","2363597.00","12.260","49.000","200","200","30.310","30.600","30.980","30.223","1.50","0.00%","2.47%","22.581","0.99%","1.04%","-0.49%","-1.19%","-2.58%","-1.19%","-0.13%","+24.98%","+31.53%","+14.21%","地区银行"
"PHOS","First Phosphate","15.800","+0.270","+1.74%","298848357.40","20138","315155.00","14.900","16.950","100","300","15.710","15.530","16.170","15.250","0.65","-50.00%","5.92%","亏损","0.13%","-1.80%","-2.29%","+2.86%","-0.19%","-10.89%","+23.44%","+120.98%","+167.80%","+167.80%","其他工业金属与采矿"
"CUVL","Clinuvel Pharmaceuticals","5.900","+0.040","+0.68%","297524598.20","14557","87506.00","5.500","6.100","100","1100","5.910","5.860","6.070","5.900","1.26","-83.33%","2.90%","12.421","0.03%","-1.34%","-1.34%","-0.84%","-5.53%","-23.94%","-16.44%","-13.27%","-17.60%","-30.04%","生物技术"
"LE","Lands'End","10.070","-0.190","-1.85%","297509630.78","365449","3691860.00","9.980","10.700","200","100","10.250","10.260","10.270","10.050","2.33","33.33%","2.14%","55.944","3.46%","0.30%","-0.59%","-2.89%","-6.93%","-16.43%","-15.52%","-25.96%","-34.74%","-30.65%","服装零售"
"FRD","Friedman Industries","41.210","-0.570","-1.36%","297239117.11","153920","6310751.00","25.800","51.660","100","200","41.780","41.780","41.780","39.640","2.69","-33.33%","5.12%","14.931","2.28%","1.02%","-0.07%","-4.78%","-9.15%","-3.13%","+22.28%","+131.86%","+82.84%","+102.16%","钢"
"GPAC","General Purpose Acquisition Corp","10.100","+0.040","+0.40%","297041000.00","80313","808338.00","10.050","16.070","1000","100","10.060","10.060","10.100","10.060","0.94","81.82%","0.40%","1010.000","0.37%","0.00%","0.00%","+0.40%","+0.40%","+0.50%","+0.90%","+1.87%","+2.18%","+2.18%","空壳公司"
"BPRN","The Bank of Princeton","43.520","+0.220","+0.51%","296510507.52","70550","3060331.00","42.260","68.760","800","200","42.900","43.300","43.860","42.700","2.41","60.00%","2.68%","16.059","1.41%","0.21%","-0.78%","+0.39%","+0.28%","+2.52%","+16.25%","+33.36%","+41.66%","+28.94%","地区银行"
"SVAQ","SILICON VALLEY ACQUISITION CORP","10.110","+0.025","+0.25%","296434804.50","718437","7256261.00","10.100","10.150","100","100","10.100","10.085","10.110","10.085","54.60","0.00%","0.25%","-","3.31%","0.00%","+0.10%","+0.40%","+0.50%","+0.62%","+0.40%","+2.33%","+2.12%","+2.12%","空壳公司"
"BIXI","Bitcoin Infrastructure Acquisition Corp Ltd","10.090","-0.005","-0.05%","295973329.97","381143","3842088.00","10.000","16.120","1000","200","10.086","10.095","10.100","10.080","245.99","66.67%","0.20%","-","1.88%","0.00%","0.00%","-0.10%","-0.10%","-0.10%","+0.90%","+1.71%","+2.02%","+2.44%","空壳公司"
"BACC","BLUE ACQUISITION CORP.","10.580","-0.020","-0.19%","295839684.54","3477","36719.00","10.500","10.580","100","100","10.520","10.600","10.600","10.520","0.02","0.00%","0.75%","-","0.03%","0.00%","0.00%","+0.76%","+0.86%","+0.67%","+1.93%","+3.73%","+6.01%","+3.62%","空壳公司"
"CHSCM","CHS INC PRF CLASS B SER 3","24.080","-0.010","-0.04%","295509832.24","22392","539127.00","24.010","24.080","200","2100","24.100","24.090","24.100","24.011","0.80","-82.61%","0.37%","-","0.18%","0.00%","0.00%","+0.47%","+0.34%","+0.51%","+0.43%","+2.36%","+2.94%","+2.60%","农产品"
"ELLO","Ellomay Capital","21.400","+0.600","+2.88%","294961122.00","2358","49430.00","0.000","21.500","0","400","20.700","20.800","21.400","20.700","1.11","-100.00%","3.37%","亏损","0.07%","0.00%","0.00%","+2.44%","+2.44%","+8.00%","+11.69%","-14.40%","+21.87%","-11.93%","可再生能源公用事业"
"IRHO","IRON HORSE ACQUISITIONS II CORP","10.060","0.000","0.00%","294959200.00","32266","324596.00","9.800","15.910","1000","100","10.060","10.060","10.060","10.060","3.35","81.82%","0.00%","亏损","0.17%","0.00%","0.00%","0.00%","+0.10%","+0.35%","-0.10%","+2.03%","+2.03%","+2.03%","空壳公司"
"HCAC","HALL CHADWICK ACQUISITION COR","10.100","-0.010","-0.10%","294892659.30","50256","507590.00","9.980","10.130","1000","100","10.100","10.110","10.100","10.100","0.47","81.82%","0.00%","505.000","0.26%","0.00%","0.00%","0.00%","0.00%","+0.20%","+0.70%","+1.81%","+1.61%","+1.61%","空壳公司"
"ZNTL","Zentalis Pharmaceuticals","3.110","+0.030","+0.97%","294429652.54","1259913","3910293.00","3.100","3.270","100","10000","3.070","3.080","3.180","2.990","1.20","-98.02%","6.17%","亏损","1.67%","1.13%","+0.48%","-11.40%","-24.33%","-19.01%","-21.66%","+48.10%","+104.61%","+130.37%","生物技术"
"ISBA","Isabella Bank","38.550","-0.010","-0.03%","294093054.15","131828","5069060.00","15.240","38.550","200","100","38.360","38.560","38.980","37.610","3.91","33.33%","3.55%","15.058","1.87%","0.17%","+0.52%","-2.06%","-2.85%","-1.93%","-2.75%","-15.05%","+12.98%","-21.86%","地区银行"
"PACH","Pioneer Acquisition I Corp","10.330","-0.010","-0.10%","293783123.67","651574","6730833.00","10.200","16.540","1000","200","10.331","10.340","10.350","10.330","112.96","66.67%","0.19%","68.410","2.95%","0.00%","0.00%","-0.05%","+0.10%","+0.29%","+0.88%","+1.67%","+3.71%","+2.79%","空壳公司"
"ACGC","ACP HLDGS ACQUISITION CORP","10.060","0.000","0.00%","292750698.02","7142","71841.00","9.850","10.090","500","200","10.060","10.060","10.060","10.055","0.06","42.86%","0.05%","-","0.04%","0.00%","0.00%","+0.40%","+0.40%","+0.60%","+1.11%","+1.31%","+1.31%","+1.31%","空壳公司"
"MTNE","CH4 NATURAL SOLUTIONS CORPORATION","9.906","-0.004","-0.04%","292548346.60","2827","27995.00","0.000","0.000","0","0","9.900","9.910","9.906","9.900","3.13","0.00%","0.06%","亏损","0.01%","0.00%","0.00%","+0.06%","-0.04%","+0.16%","+0.36%","+0.06%","+0.06%","+0.06%","空壳公司"
"UPB","UpStream Bio","5.340","+0.030","+0.56%","292477358.94","1000981","5340399.00","5.220","6.480","100","100","5.320","5.310","5.410","5.210","2.05","0.00%","3.77%","亏损","2.93%","-0.56%","+0.47%","-6.81%","-12.17%","-22.04%","-15.91%","-38.41%","-67.40%","-80.33%","生物技术"
"TMCI","Treace Medical Concepts","4.490","-0.040","-0.88%","292005138.48","344759","1567484.00","4.450","4.670","900","600","4.570","4.530","4.680","4.465","1.84","20.00%","4.75%","亏损","0.72%","-0.11%","-1.32%","-0.44%","-7.99%","+0.67%","+8.72%","+268.03%","-34.83%","+83.27%","医疗设备"
"VCRE","Vicore Pharma","10.350","-0.050","-0.48%","291378985.65","27092","282173.00","9.200","16.200","100","500","10.350","10.400","10.730","10.030","0.98","-66.67%","6.73%","亏损","0.14%","-0.67%","-0.96%","-3.99%","-10.39%","-13.75%","-36.31%","-36.31%","-36.31%","-36.31%","生物技术"
"BRBI","BRBI BR Partners","11.100","0.000","0.00%","291363078.60","7","78.00","4.410","14.770","200","1000","11.100","11.100","11.100","11.100","0.01","-66.67%","0.00%","8.531","0.00%","0.00%","0.00%","-0.89%","+0.05%","+21.44%","+3.26%","-21.64%","-50.13%","-17.96%","资本市场"
"OVLY","橡木谷银行","34.590","+0.340","+0.99%","290995569.72","46805","1608713.00","13.650","53.990","200","100","34.000","34.250","34.630","33.510","2.31","33.33%","3.27%","12.010","0.65%","0.80%","+0.28%","+0.14%","+0.23%","+1.41%","+3.06%","+9.96%","+25.95%","+17.74%","地区银行"
"ALCO","阿利科","39.110","+0.440","+1.14%","290139920.71","87432","3415185.00","35.000","62.780","200","100","38.410","38.670","39.740","38.245","4.52","33.33%","3.87%","亏损","1.56%","0.29%","+0.15%","-1.14%","-2.20%","-0.99%","-3.62%","-3.46%","+17.23%","+7.91%","农产品"
"ADAC","AMERICAN DRIVE ACQUISITION CO","10.090","0.000","0.00%","290087500.00","4754","47831.00","9.980","10.250","1000","1000","10.070","10.090","10.090","10.060","11.43","0.00%","0.30%","-","0.02%","0.00%","+0.30%","0.00%","0.00%","0.00%","+0.80%","+1.71%","+2.44%","+2.44%","空壳公司"
"TII","Titan Mining","2.930","0.000","0.00%","290012355.18","111362","323300.00","2.750","2.930","500","200","2.890","2.930","2.940","2.840","0.48","42.86%","3.41%","亏损","0.29%","0.00%","+0.34%","-0.68%","-6.09%","+19.11%","+35.02%","+5.40%","+91.18%","-1.01%","其他工业金属与采矿"
"IMRX","Immuneering","4.480","+0.020","+0.45%","289844360.96","1077860","4818010.00","4.220","4.590","600","300","4.460","4.460","4.520","4.415","1.44","33.33%","2.35%","亏损","2.19%","-0.55%","-0.45%","+4.92%","-11.11%","-14.67%","-2.61%","-9.68%","-51.62%","-31.91%","生物技术"
"FGII","FG Imperii Acquisition Corp","10.010","-0.010","-0.10%","289689400.00","342733","3432133.00","9.900","10.150","1000","100","10.000","10.020","10.015","10.000","346.62","81.82%","0.15%","-","1.93%","0.00%","0.00%","-0.10%","-0.10%","+0.20%","+0.70%","+1.11%","+1.11%","+1.11%","空壳公司"
"RM","Regional Management","31.390","-0.710","-2.21%","289597673.66","164850","5200175.00","0.000","36.460","0","100","31.800","32.100","32.280","31.330","2.86","-100.00%","2.96%","7.053","2.53%","0.00%","-0.66%","-4.85%","-5.25%","-5.82%","-18.69%","+1.89%","-26.49%","-16.83%","信贷"
"KPET","KPET Ultra Paceline Corporation","9.990","0.000","0.00%","289560150.00","12","121.00","0.000","0.000","0","0","9.990","9.990","9.990","9.990","0.00","0.00%","0.00%","-","0.00%","0.00%","0.00%","+0.10%","+0.10%","0.00%","-0.20%","-0.60%","-0.60%","-0.60%","空壳公司"
"LPCV","LAUNCHPAD CADENZA ACQUISITION CORP","10.060","0.000","0.00%","289225000.00","100","1006.00","9.890","10.150","1000","100","10.060","10.060","10.060","10.060","0.00","81.82%","0.00%","-","0.00%","0.00%","0.00%","+0.20%","+0.30%","+0.40%","+0.60%","+1.62%","+1.82%","+1.82%","空壳公司"
"MKTW","MarketWise","18.260","+0.470","+2.64%","288042096.10","23786","429920.00","17.450","18.280","800","100","17.800","17.790","18.270","17.550","1.61","77.78%","4.05%","7.904","1.35%","3.20%","+1.05%","-0.71%","+0.50%","+0.33%","+8.67%","+0.32%","+22.00%","+31.80%","金融数据与证券交易所"
"AMRN","阿玛琳","13.630","-0.240","-1.73%","287904227.42","50664","692653.00","13.580","14.340","300","100","13.840","13.870","13.900","13.580","1.28","50.00%","2.31%","亏损","0.26%","-0.29%","+0.29%","-1.23%","-0.58%","-3.06%","-16.94%","-5.67%","-11.21%","-2.33%","一般药品制造商"
"FRAF","富兰克林金融服务","63.790","+0.650","+1.03%","287028335.78","51176","3228228.00","63.420","100.500","100","100","62.740","63.140","64.150","62.000","1.20","0.00%","3.41%","13.457","1.22%","-0.88%","-0.17%","+0.39%","+0.93%","+2.72%","+3.58%","+28.36%","+33.78%","+29.44%","地区银行"
"FULC","Fulcrum Therapeutics","3.760","-0.010","-0.27%","286877686.32","3656213","13760000.00","3.760","3.820","20000","10000","3.770","3.770","3.805","3.755","3.76","33.33%","1.33%","亏损","5.76%","0.13%","0.00%","-1.05%","-2.08%","-2.34%","0.00%","-44.13%","-49.12%","-66.76%","生物技术"
"SHOT","RMG ML Sports Holdings","9.855","+0.005","+0.05%","286550553.29","14041","138332.00","9.750","9.920","100","100","9.850","9.850","9.860","9.850","1.49","0.00%","0.10%","-","0.07%","0.00%","0.00%","-0.07%","+0.15%","+0.25%","+0.31%","+0.31%","+0.31%","+0.31%","空壳公司"
"NEGG","Newegg Commerce","13.650","+0.620","+4.76%","286295100.00","57452","782979.00","13.500","13.940","1100","100","13.160","13.030","13.990","12.951","0.98","83.33%","7.98%","亏损","3.93%","-0.11%","-0.11%","-6.95%","-17.17%","-26.45%","-19.35%","-66.36%","-75.18%","-73.11%","互联网零售"
"FUNC","马里兰第一联合","44.310","+0.620","+1.42%","285969473.16","109366","4791954.00","17.400","45.740","200","700","43.690","43.690","44.670","41.600","5.33","-55.56%","7.03%","11.753","1.84%","-0.34%","-0.81%","-0.31%","+0.84%","+2.21%","+2.61%","+23.49%","+19.20%","+20.66%","地区银行"
"PTLO","Portillo","3.750","-0.010","-0.27%","284787090.00","1507481","5662331.00","3.760","3.790","5100","100","3.720","3.760","3.825","3.700","0.99","96.15%","3.32%","13.888","2.15%","-0.40%","-0.66%","-8.31%","-14.77%","-21.38%","-13.59%","-27.61%","-40.85%","-17.40%","餐厅"
"WLCO","Wilco 63 Corporation","9.900","0.000","0.00%","284625000.00","74","728.00","5.640","15.750","100","100","9.900","9.900","9.900","9.900","0.00","0.00%","0.00%","-","0.00%","0.00%","0.00%","+0.92%","+0.20%","+1.23%","0.00%","0.00%","0.00%","0.00%","空壳公司"
"FTRA","FutureCorp Space Acquisition 1","9.900","+0.005","+0.05%","284625000.00","333","3296.00","0.000","0.000","0","0","9.890","9.895","9.900","9.890","0.00","0.00%","0.10%","-","0.00%","0.00%","0.00%","0.00%","0.00%","+0.30%","-0.10%","-0.10%","-0.10%","-0.10%","空壳公司"
